Gene	Gene_Count	Gene_Description	KEGG_Pathway
K01361	146.429	lactocepin [EC:3.4.21.96]	Genetic Information Processing;Folding, Sorting and Degradation;Chaperones and folding catalysts|Metabolism;Enzyme Families;Peptidases
K01360	111.25	proprotein convertase subtilisin/kexin type 2 [EC:3.4.21.94]	None
K01362	1741.98	None	Unclassified;Metabolism;Amino acid metabolism
K05841	12	sterol 3beta-glucosyltransferase [EC:2.4.1.173]	Metabolism;Glycan Biosynthesis and Metabolism;Glycosyltransferases
K05844	250.267	ribosomal protein S6 modification protein	Genetic Information Processing;Translation;Ribosome Biogenesis
K05845	249.733	osmoprotectant transport system substrate-binding protein	Environmental Information Processing;Membrane Transport;ABC transporters|Environmental Information Processing;Membrane Transport;Transporters
K05846	1184.57	osmoprotectant transport system permease protein	Environmental Information Processing;Membrane Transport;ABC transporters|Environmental Information Processing;Membrane Transport;Transporters
K05847	1112.49	osmoprotectant transport system ATP-binding protein	Environmental Information Processing;Membrane Transport;ABC transporters|Environmental Information Processing;Membrane Transport;Transporters
K00508	131.833	linoleoyl-CoA desaturase [EC:1.14.19.3]	Metabolism;Lipid Metabolism;Linoleic acid metabolism|Metabolism;Lipid Metabolism;Lipid biosynthesis proteins
K00500	26	phenylalanine-4-hydroxylase [EC:1.14.16.1]	Metabolism;Amino Acid Metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis|Metabolism;Amino Acid Metabolism;Phenylalanine metabolism
K00507	128.083	stearoyl-CoA desaturase (delta-9 desaturase) [EC:1.14.19.1]	Organismal Systems;Endocrine System;PPAR signaling pathway|Metabolism;Lipid Metabolism;Lipid biosynthesis proteins|Metabolism;Lipid Metabolism;Biosynthesis of unsaturated fatty acids
K01101	600.193	4-nitrophenyl phosphatase [EC:3.1.3.41]	Metabolism;Xenobiotics Biodegradation and Metabolism;Aminobenzoate degradation
K01104	2484.09	protein-tyrosine phosphatase [EC:3.1.3.48]	Unclassified;Cellular Processes and Signaling;Signal transduction mechanisms
K05592	1550.16	ATP-dependent RNA helicase DeaD [EC:3.6.4.13];ATP-dependent RNA helicase DeaD	Genetic Information Processing;Translation;Ribosome Biogenesis|Genetic Information Processing;Folding, Sorting and Degradation;RNA degradation
K05593	258.5	aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	Unclassified;Metabolism;Others
K05590	250.933	ATP-dependent RNA helicase SrmB [EC:2.7.7.-]	Genetic Information Processing;Translation;Ribosome Biogenesis
K05591	21.5833	ATP-independent RNA helicase DbpA [EC:3.6.4.13];ATP-independent RNA helicase DbpA	Genetic Information Processing;Translation;Ribosome Biogenesis
K05596	54.5667	LysR family transcriptional regulator, chromosome initiation inhibitor	Genetic Information Processing;Transcription;Transcription factors|Genetic Information Processing;Replication and Repair;Chromosome
K05595	864	multiple antibiotic resistance protein	Unclassified;Cellular Processes and Signaling;Other transporters
K14540	1133.61	ribosome biogenesis GTPase A	Genetic Information Processing;Translation;Ribosome Biogenesis
K02456	255.393	general secretion pathway protein G	Environmental Information Processing;Membrane Transport;Secretion system|Environmental Information Processing;Membrane Transport;Bacterial secretion system
K02457	125.25	general secretion pathway protein H	Environmental Information Processing;Membrane Transport;Secretion system|Environmental Information Processing;Membrane Transport;Bacterial secretion system
K02454	360.46	general secretion pathway protein E	Environmental Information Processing;Membrane Transport;Secretion system|Environmental Information Processing;Membrane Transport;Bacterial secretion system
K02455	228.643	general secretion pathway protein F	Environmental Information Processing;Membrane Transport;Secretion system|Environmental Information Processing;Membrane Transport;Bacterial secretion system
K02452	11.5	general secretion pathway protein C	Environmental Information Processing;Membrane Transport;Secretion system|Environmental Information Processing;Membrane Transport;Bacterial secretion system
K02453	450.043	general secretion pathway protein D	Environmental Information Processing;Membrane Transport;Secretion system|Environmental Information Processing;Membrane Transport;Bacterial secretion system
K02450	11.5	general secretion pathway protein A	Environmental Information Processing;Membrane Transport;Secretion system
K02103	65.6667	GntR family transcriptional regulator, arabinose operon transcriptional repressor	Genetic Information Processing;Transcription;Transcription factors
K08138	6.55	MFS transporter, SP family, xylose:H+ symportor	Environmental Information Processing;Membrane Transport;Transporters
K02108	1982.43	F-type H+-transporting ATPase subunit a [EC:3.6.3.14]	Genetic Information Processing;Folding, Sorting and Degradation;Chaperones and folding catalysts|Metabolism;Energy Metabolism;Photosynthesis proteins|Metabolism;Energy Metabolism;Oxidative phosphorylation|Metabolism;Energy Metabolism;Photosynthesis
K02109	1881.93	F-type H+-transporting ATPase subunit b [EC:3.6.3.14]	Metabolism;Energy Metabolism;Photosynthesis proteins|Metabolism;Energy Metabolism;Oxidative phosphorylation|Metabolism;Energy Metabolism;Photosynthesis
K02458	125.25	general secretion pathway protein I	Environmental Information Processing;Membrane Transport;Secretion system|Environmental Information Processing;Membrane Transport;Bacterial secretion system
K02459	125.25	general secretion pathway protein J	Environmental Information Processing;Membrane Transport;Secretion system|Environmental Information Processing;Membrane Transport;Bacterial secretion system
K03851	1.66667	taurine-pyruvate aminotransferase [EC:2.6.1.77]	Metabolism;Amino Acid Metabolism;Amino acid related enzymes|Metabolism;Metabolism of Other Amino Acids;Taurine and hypotaurine metabolism
K03852	112.917	sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]	Metabolism;Metabolism of Other Amino Acids;Taurine and hypotaurine metabolism
K03855	8.73333	ferredoxin like protein	Unclassified;Metabolism;Energy metabolism
K03856	479.601	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	Metabolism;Amino Acid Metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis
K13018	152.917	UDP-D-GlcNAc3NA acetyltransferase [EC:2.3.1.-]	Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins
K13019	115.667	UDP-GlcNAc3NAcA epimerase [EC:5.1.3.23]	Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins
K13010	7.33333	perosamine synthetase	Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins|Metabolism;Amino Acid Metabolism;Amino acid related enzymes
K13012	68.25	O-antigen biosynthesis protein WbqP	Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins
K13015	223	UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.-]	Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins
K13016	72.6667	UDP-D-GlcNAcA oxidase [EC:1.1.1.-]	Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins
K13017	165.833	UDP-3-keto-D-GlcNAcA aminotransferase [EC:2.6.1.-]	Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins|Metabolism;Amino Acid Metabolism;Amino acid related enzymes
K08567	265.333	hydrogenase 2 maturation protease [EC:3.4.24.-]	Metabolism;Enzyme Families;Peptidases
K13275	2.33333	major intracellular serine protease [EC:3.4.21.-]	Genetic Information Processing;Folding, Sorting and Degradation;Chaperones and folding catalysts|Metabolism;Enzyme Families;Peptidases
K03274	601.593	ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]	Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins|Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis
K03271	1120.14	phosphoheptose isomerase [EC:5.-.-.-]	Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins|Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis
K03270	1298.71	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]	Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins|Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis
K03273	810.811	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.-]	Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins|Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis
K03272	574	D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.- 2.7.7.-]	Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins|Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis
K03279	5	UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.58]	Metabolism;Glycan Biosynthesis and Metabolism;Glycosyltransferases|Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins|Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis
K12276	0.333333	MSHA biogenesis protein MshE	Environmental Information Processing;Membrane Transport;Secretion system
